y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
2115,73,82,20,86,54,66,56,59,52,8,53,67,81,19,85,83,28,48,51,79,17,14,47,73,94,72,23,77,83,44,79,10,63,75,99,87,66,23,20,88,75,35,1,62,28,0,45,29,11,28,28,27,20,51,13,53,87,0,89,41,29,94,37,58,99,76,56,58,33,78,50,28,41,92,12,90,94,57,68,28,46,40,10,99,49,80,38,27,88,40,12,45,34,71,92,22,87,14,14,71
2016,25,77,55,75,78,63,98,26,82,33,91,80,55,43,97,62,20,95,96,41,93,11,47,84,82,99,19,6,32,65,80,97,7,37,26,20,61,48,82,9,90,98,38,19,29,20,66,14,84,72,24,36,68,20,98,44,8,19,65,49,81,9,23,75,71,50,60,55,11,74,86,3,32,44,88,52,22,10,33,72,67,46,75,32,90,40,42,84,36,19,24,14,87,18,97,43,28,30,11,68
1993,59,83,54,0,21,12,27,10,82,67,60,9,21,6,69,22,77,69,34,98,47,73,71,23,82,87,59,36,29,30,24,88,63,0,16,43,30,22,66,69,83,42,65,71,86,72,82,69,42,67,95,38,31,34,11,15,33,33,78,5,61,94,68,84,19,35,68,24,21,72,58,61,48,17,25,16,48,99,74,59,73,72,40,6,49,77,45,25,92,66,2,3,69,24,1,14,32,75,22,48
2137,37,44,45,95,36,96,88,1,43,24,89,4,35,93,17,64,72,59,56,75,90,56,22,6,25,5,84,47,81,46,15,11,62,92,60,2,81,19,29,20,90,45,34,91,92,41,35,0,28,59,77,2,55,93,72,71,59,75,42,41,36,56,96,52,76,84,60,91,51,24,40,30,12,37,4,36,27,42,11,73,38,44,45,18,45,93,41,59,90,63,41,69,70,2,50,41,13,69,66,53
2023,97,67,61,77,78,29,35,34,11,87,76,3,100,100,31,90,65,49,58,49,78,20,8,19,89,47,42,57,50,31,46,49,68,25,20,92,77,9,20,100,41,27,80,97,75,17,97,26,77,98,29,29,100,96,97,83,68,71,73,45,28,74,58,67,23,24,3,83,32,58,100,29,34,59,28,73,11,40,41,66,66,60,85,52,44,3,45,36,7,100,90,32,27,51,79,78,36,69,4,5
1820,2,80,7,25,85,88,22,46,89,23,51,30,72,32,83,9,92,14,58,98,9,27,60,44,98,6,98,10,23,31,45,96,97,8,60,91,34,77,79,66,9,74,4,53,59,23,58,32,66,76,24,90,82,46,12,66,35,48,42,54,79,8,44,20,87,36,88,10,58,79,37,42,51,32,9,86,28,87,93,61,15,55,78,93,16,25,69,37,80,68,63,44,38,13,80,66,60,86,22,42
1941,41,42,94,61,4,98,65,89,95,9,58,39,30,43,21,99,58,43,43,27,41,23,48,70,59,94,24,84,43,4,97,91,69,30,95,19,22,55,17,9,53,6,93,71,23,38,68,36,83,15,80,5,38,81,59,39,48,77,78,3,59,64,80,59,5,38,4,54,74,16,53,22,75,35,83,31,17,20,48,39,78,82,12,57,87,85,37,26,35,6,32,44,41,44,90,24,42,45,99,67
1871,28,91,74,47,89,73,41,59,0,63,76,18,67,27,16,90,38,65,5,75,46,11,11,93,86,81,46,94,21,9,51,85,30,39,14,85,95,16,32,47,16,41,94,81,71,60,17,65,34,43,78,4,57,12,83,14,97,31,14,36,68,17,19,5,90,36,6,72,99,37,50,73,86,89,14,29,85,56,98,56,95,67,71,15,41,37,34,40,62,29,56,84,50,61,60,81,63,74,46,59
2225,38,100,80,86,3,34,87,1,98,1,49,72,74,56,31,53,22,4,72,92,51,49,86,65,70,26,33,62,93,51,7,80,48,74,94,11,75,35,86,30,89,91,38,34,28,70,46,87,24,30,70,23,37,34,25,15,18,54,99,47,59,27,92,93,29,98,3,95,46,89,4,93,75,9,70,99,38,5,73,9,40,32,48,63,89,83,44,51,52,62,19,81,32,28,43,3,55,11,38,59
2172,96,72,56,13,44,61,13,19,18,79,18,16,63,28,77,53,91,30,36,8,85,85,33,37,27,58,100,4,25,43,44,28,50,42,17,50,53,22,44,99,6,46,13,60,84,54,18,18,13,50,90,73,38,40,92,91,8,28,28,21,67,85,75,90,98,30,74,52,38,60,60,1,53,32,18,0,79,85,75,48,70,49,44,96,23,64,85,49,50,11,31,42,10,85,6,63,66,17,78,42
2060,96,0,13,92,46,42,83,53,44,73,88,37,70,4,13,92,0,52,80,82,46,99,95,33,12,76,80,38,51,70,81,48,59,36,87,37,56,68,81,76,92,6,10,73,82,17,38,63,90,32,6,9,73,13,38,50,69,27,72,56,48,66,20,31,54,2,76,44,98,8,44,91,53,93,85,48,3,66,24,70,28,68,55,57,63,30,73,40,80,99,28,38,51,46,33,66,98,100,62,45
1890,34,52,11,49,13,50,1,93,37,94,82,88,99,61,9,98,36,0,53,3,51,46,27,47,97,33,63,11,75,18,69,65,87,93,57,93,59,98,72,8,79,82,8,68,97,51,88,19,88,77,82,19,80,48,40,15,12,62,71,72,41,49,78,24,88,5,51,53,37,27,75,40,42,80,62,44,78,42,39,77,70,33,82,51,67,25,79,54,21,34,75,44,67,44,38,22,21,86,58,100
1697,46,90,42,49,86,91,25,7,3,43,4,93,44,74,45,10,31,78,27,3,28,83,69,11,37,3,82,51,16,29,89,19,33,10,47,61,74,28,6,86,67,71,100,87,5,68,52,11,30,34,50,33,75,56,6,7,58,44,65,24,100,24,40,41,57,8,91,83,7,10,55,58,15,24,39,2,33,96,91,55,90,75,83,37,23,13,53,6,32,10,42,28,1,73,2,80,60,80,16,92
1747,62,39,43,1,78,17,26,94,20,42,93,4,48,58,93,45,10,50,86,89,7,32,5,29,42,79,68,5,8,98,8,20,36,38,4,80,77,77,47,59,61,31,62,48,39,90,37,79,83,38,90,15,23,45,25,41,20,7,86,12,54,77,63,92,92,20,83,28,92,36,47,90,65,39,4,99,41,95,86,27,75,88,5,39,44,22,40,50,98,5,8,65,8,33,78,98,61,56,79,4
1823,68,24,26,37,17,39,0,35,4,1,82,86,43,58,25,72,78,9,88,2,2,70,15,36,49,89,62,34,83,3,63,5,52,35,89,11,97,27,32,99,62,25,21,77,30,85,43,72,61,16,55,94,65,24,43,57,71,82,31,45,36,27,26,81,88,7,32,20,49,4,9,56,96,63,3,57,8,0,33,66,16,72,61,85,9,28,40,9,10,84,17,44,57,50,88,49,61,76,4,96
2188,39,25,82,9,7,45,27,35,27,76,40,97,5,28,50,46,71,12,55,34,56,84,52,9,40,54,94,13,54,78,21,43,75,95,17,71,50,15,23,23,18,35,89,61,76,52,69,2,96,1,49,84,65,74,98,65,90,69,51,12,21,40,64,77,55,78,17,7,83,21,67,70,88,85,4,82,49,36,50,43,28,2,4,35,34,81,21,10,22,6,41,64,4,28,21,17,24,95,71,84
1669,27,52,42,62,11,68,99,2,94,29,49,69,54,38,5,40,55,35,96,19,28,25,52,69,14,44,1,49,0,32,1,11,75,49,22,10,45,77,81,60,71,13,70,97,61,73,35,33,94,45,84,53,23,96,16,44,50,68,39,56,68,22,90,63,41,17,84,47,71,9,82,68,99,3,73,86,9,6,97,24,71,96,53,43,1,48,91,54,40,38,33,16,3,18,89,35,23,31,43,52
2306,90,20,4,31,91,63,18,4,26,53,5,28,31,99,19,67,33,16,65,12,44,79,87,72,53,93,52,69,14,87,75,43,54,8,41,62,76,24,87,16,92,6,100,61,45,9,0,40,23,49,27,62,32,9,28,51,19,4,50,49,65,71,85,66,14,100,46,86,60,82,10,89,94,85,5,46,85,36,28,83,43,65,71,5,16,75,41,67,36,80,18,22,69,14,16,60,74,47,7,69
2217,92,34,48,26,76,74,30,45,87,81,85,0,30,19,5,70,88,68,99,44,64,99,16,50,75,52,71,56,48,72,9,50,95,77,5,45,46,74,16,48,61,99,17,38,36,8,31,25,5,67,65,71,43,2,21,28,45,81,73,18,42,52,76,59,39,7,21,95,78,95,86,58,52,41,9,35,72,66,0,5,44,25,100,49,48,70,68,96,2,87,86,64,96,58,34,76,51,64,41,50
1358,77,0,24,10,55,5,9,24,53,88,43,52,54,6,29,55,80,95,18,64,8,23,34,9,26,18,35,36,7,19,73,34,48,63,83,2,30,11,31,24,73,43,15,90,45,48,9,35,27,59,13,77,70,82,33,56,30,46,32,41,24,37,56,4,79,50,63,50,24,61,41,44,62,93,43,55,39,66,13,82,27,7,33,62,84,27,76,80,67,7,37,82,57,43,48,46,3,7,9,65
2254,75,62,32,57,61,94,6,26,69,70,51,4,74,41,27,4,96,78,96,53,30,37,99,28,87,67,49,52,55,59,56,91,84,90,57,91,99,13,55,82,24,77,34,99,33,64,88,64,49,48,68,60,90,85,35,29,50,79,74,4,31,59,15,47,89,96,21,76,61,59,93,29,86,13,28,10,7,73,61,90,63,37,79,86,10,18,98,64,50,63,10,39,55,20,80,45,39,46,50,31
1837,66,65,16,36,66,99,10,9,18,73,91,85,40,36,4,22,62,72,4,2,34,56,33,43,75,71,47,18,44,29,73,18,62,66,71,74,68,20,44,93,13,42,82,42,17,81,41,82,14,62,53,21,73,74,20,3,45,22,23,28,100,33,14,34,16,24,87,78,95,94,79,99,2,10,31,52,95,5,29,86,49,23,79,69,6,58,40,75,84,83,4,51,51,50,91,50,14,49,24,55
2215,35,87,20,100,59,20,58,65,31,63,29,42,82,1,10,33,5,26,62,85,88,36,65,50,86,57,16,90,53,1,68,66,41,99,41,69,81,87,24,8,83,2,91,75,42,82,40,77,63,89,73,86,5,97,70,12,12,85,32,37,79,93,97,85,81,6,70,12,84,15,16,58,18,5,13,52,35,34,58,46,72,9,74,38,38,100,98,79,56,35,19,66,88,98,69,76,45,28,87,17
2036,70,73,0,5,65,89,89,53,25,37,43,67,61,34,73,21,70,4,49,6,40,56,61,56,67,37,26,63,41,89,37,66,57,1,41,97,37,15,18,53,84,15,72,47,57,26,22,82,72,8,67,14,24,100,39,10,40,100,28,13,46,65,29,49,81,35,98,35,11,80,82,62,31,0,94,69,35,35,67,19,16,68,30,91,68,98,47,52,28,89,29,93,6,38,78,7,7,79,97,28
1945,80,4,35,26,53,75,58,74,14,49,15,66,31,79,76,91,32,45,32,0,29,100,74,6,100,29,68,21,72,17,43,75,40,76,90,39,70,53,85,17,56,25,50,21,57,58,9,94,81,29,73,33,7,12,38,30,64,96,51,25,88,10,8,17,99,32,68,45,76,41,96,10,26,64,44,24,58,42,38,64,33,95,3,3,27,36,32,84,100,63,99,59,12,16,8,34,65,78,34,5
1919,89,45,0,1,66,66,93,50,25,63,40,27,6,6,93,8,18,78,30,21,30,90,96,23,59,76,24,66,13,18,89,43,47,72,0,90,88,92,5,92,14,68,85,1,54,27,36,87,91,25,89,5,0,45,34,55,67,58,17,68,69,54,3,59,58,99,56,74,3,16,100,46,27,83,36,1,8,19,5,88,17,21,90,81,83,34,67,68,17,79,46,9,68,83,3,28,86,81,68,59
2343,27,26,22,62,71,33,13,51,76,25,6,32,19,10,30,24,4,52,22,80,2,65,76,98,27,82,69,82,74,97,69,13,12,18,6,7,78,100,34,59,53,61,43,78,8,98,64,70,20,18,2,49,56,9,25,35,48,18,64,82,61,52,86,79,91,68,39,63,33,39,44,92,45,17,17,66,75,72,36,6,66,37,59,31,26,63,68,36,78,27,53,26,89,51,38,38,10,14,30,70
1810,84,22,30,74,37,7,28,13,34,90,33,86,5,27,1,33,18,36,48,82,14,82,48,20,15,18,91,24,10,90,63,28,87,62,49,31,24,100,59,67,93,88,91,51,92,85,97,86,63,77,73,77,45,31,46,84,1,5,36,63,14,64,63,74,23,7,85,15,100,80,56,36,100,64,62,58,80,38,85,9,42,93,72,98,16,26,39,11,21,29,15,31,40,94,92,85,55,18,39,76
1798,59,35,33,45,71,6,33,41,93,52,74,77,61,86,82,92,46,32,61,9,78,19,5,4,86,73,56,84,13,18,70,4,68,2,46,34,90,38,4,80,47,5,86,61,26,34,53,73,51,88,8,92,84,65,68,11,32,7,31,89,10,38,87,7,71,18,35,91,27,55,95,35,4,95,92,55,61,2,13,68,26,84,24,50,51,32,96,74,26,95,38,13,81,72,98,73,25,33,82,19
1906,2,72,14,22,86,18,100,49,55,0,70,57,32,65,15,85,66,93,58,92,12,77,5,72,18,8,94,87,96,4,87,1,36,7,52,73,78,94,15,40,18,68,43,48,68,37,71,6,83,44,77,32,58,2,61,94,100,82,47,42,38,61,23,40,73,17,18,38,25,32,12,53,84,24,64,51,51,77,28,22,30,98,9,22,2,5,71,39,83,57,82,29,95,24,25,44,32,27,38,3
2246,51,76,74,7,89,5,6,49,69,84,33,87,2,16,8,87,76,93,75,56,18,67,99,15,24,67,94,95,94,58,4,31,13,41,77,4,1,7,63,85,41,76,14,99,56,77,16,39,46,35,86,67,55,1,88,70,38,38,42,27,85,74,23,21,71,25,10,74,4,85,78,60,34,76,18,73,93,64,94,10,31,31,40,58,29,5,21,49,81,29,47,84,81,89,7,51,98,19,45,4
2071,94,99,3,44,65,4,28,44,69,66,23,17,13,54,41,47,51,77,59,0,45,97,27,40,46,25,64,97,25,75,97,46,48,82,97,89,76,61,88,79,81,72,22,76,79,63,9,97,16,60,6,66,32,34,84,49,83,76,61,56,44,71,92,35,57,16,71,1,41,14,34,12,75,95,41,21,39,36,29,63,40,99,46,91,49,64,67,80,21,20,78,50,32,78,17,70,65,14,55,43
2162,80,72,68,76,53,50,39,11,6,23,100,5,88,32,28,54,40,90,16,13,43,72,65,22,85,53,72,21,80,30,27,60,54,2,92,62,55,29,36,61,50,53,88,58,95,2,38,66,9,12,21,58,29,92,65,49,54,25,57,39,99,30,81,29,57,19,51,94,43,84,88,85,61,10,58,52,51,48,78,58,80,70,51,75,44,19,69,81,52,63,97,78,24,62,11,44,81,91,21,44
